AssertionError: ('Bad return', ('profile', 0, 'main()'))
         379218 function calls (361640 primitive calls) in 0.373 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       22    0.000    0.000    0.000    0.000 dataclasses.py:391(_fields_in_init_order)
       22    0.000    0.000    0.000    0.000 dataclasses.py:591(<listcomp>)
       22    0.000    0.000    0.002    0.000 dataclasses.py:587(_repr_fn)
       22    0.000    0.000    0.000    0.000 dataclasses.py:1014(<listcomp>)
       22    0.000    0.000    0.000    0.000 dataclasses.py:1040(<listcomp>)
       22    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
       22    0.001    0.000    0.013    0.001 dataclasses.py:881(_process_class)
       22    0.000    0.000    0.013    0.001 dataclasses.py:1174(wrap)
       22    0.000    0.000    0.000    0.000 dataclasses.py:1156(dataclass)
       22    0.000    0.000    0.000    0.000 abc.py:146(update_abstractmethods)
       21    0.000    0.000    0.000    0.000 inspect.py:2637(__init__)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
       20    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
       19    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       19    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       19    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1465(__init__)
       18    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
       18    0.001    0.000    0.001    0.000 {built-in method _imp.exec_builtin}
       18    0.000    0.000    0.000    0.000 inspect.py:1867(_signature_get_user_defined_method)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:770(create_module)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:778(exec_module)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
       17    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       17    0.000    0.000    0.001    0.000 typing.py:1194(__getitem__)
       16    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
       16    0.000    0.000    0.000    0.000 _typedattr.py:13(typed_attribute)
       16    0.000    0.000    0.000    0.000 typing.py:679(_evaluate)
       16    0.000    0.000    0.000    0.000 enum.py:451(__members__)
    16/10    0.000    0.000    0.000    0.000 typing.py:185(_type_repr)
       16    0.000    0.000    0.000    0.000 dataclasses.py:547(<dictcomp>)
       16    0.000    0.000    0.000    0.000 dataclasses.py:572(<listcomp>)
       16    0.000    0.000    0.002    0.000 dataclasses.py:527(_init_fn)
       16    0.000    0.000    0.000    0.000 inspect.py:1351(repl)
       16    0.000    0.000    0.000    0.000 inspect.py:1349(formatannotation)
       15    0.000    0.000    0.045    0.003 css_parser.py:294(__init__)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
       15    0.000    0.000    0.000    0.000 ssl.py:996(_sslcopydoc)
       14    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
       14    0.000    0.000    0.000    0.000 css_parser.py:442(__init__)
       14    0.000    0.000    0.017    0.001 css_parser.py:1040(process_selectors)
       14    0.000    0.000    0.000    0.000 typing_extensions.py:680(<genexpr>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
       14    0.001    0.000    0.003    0.000 __init__.py:328(namedtuple)
       13    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       13    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       13    0.000    0.000    0.000    0.000 typing.py:1884(<genexpr>)
       13    0.000    0.000    0.007    0.001 enum.py:483(_create_)
       13    0.001    0.000    0.003    0.000 enum.py:553(<listcomp>)
       13    0.000    0.000    0.010    0.001 enum.py:536(_convert_)
       13    0.000    0.000    0.003    0.000 dataclasses.py:598(_frozen_get_del_attr)
       13    0.000    0.000    0.001    0.000 dataclasses.py:623(_cmp_fn)
       13    0.000    0.000    0.000    0.000 dataclasses.py:1049(<listcomp>)
       13    0.000    0.000    0.000    0.000 inspect.py:632(_is_wrapper)
       13    0.000    0.000    0.000    0.000 inspect.py:612(unwrap)
     13/7    0.000    0.000    0.001    0.000 inspect.py:2375(_signature_from_callable)
       13    0.000    0.000    0.000    0.000 inspect.py:2920(__init__)
       13    0.000    0.000    0.000    0.000 inspect.py:3006(parameters)
       13    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       12    0.000    0.000    0.000    0.000 datetime.py:461(__new__)
       12    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
       12    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
       12    0.000    0.000    0.000    0.000 inspect.py:3010(return_annotation)
       11    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       11    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       11    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
       11    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
       11    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
       11    0.000    0.000    0.000    0.000 typing.py:1188(copy_with)
       11    0.000    0.000    0.001    0.000 typing.py:1208(__getitem_inner__)
       11    0.000    0.000    0.000    0.000 typing.py:1273(<genexpr>)
       11    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing.py:329(<genexpr>)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 inspect.py:2721(__str__)
       10    0.000    0.000    0.000    0.000 functools.py:841(_is_valid_dispatch_type)
        9    0.003    0.000    0.003    0.000 {built-in method _imp.create_dynamic}
      9/8    0.007    0.001    0.012    0.001 {built-in method _imp.exec_dynamic}
        9    0.000    0.000    0.000    0.000 css_types.py:332(pickle_register)
        9    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
        9    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        9    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        9    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        9    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1174(create_module)
      9/8    0.000    0.000    0.012    0.001 <frozen importlib._bootstrap_external>:1182(exec_module)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:490(_get_protocol_attrs)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:551(__new__)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:567(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        8    0.000    0.000    0.000    0.000 dataclasses.py:326(__set_name__)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:630(__eq__)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:675(__init_subclass__)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:694(runtime_checkable)
        7    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
      7/3    0.000    0.000    0.000    0.000 typing.py:1093(<listcomp>)
      7/3    0.000    0.000    0.000    0.000 typing.py:1088(__repr__)
        7    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        7    0.000    0.000    0.000    0.000 dataclasses.py:637(_hash_fn)
        7    0.000    0.000    0.000    0.000 dataclasses.py:843(<listcomp>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:842(_hash_add)
        7    0.000    0.000    0.000    0.000 inspect.py:66(get_annotations)
        7    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        7    0.000    0.000    0.000    0.000 inspect.py:2280(_signature_from_function)
        7    0.000    0.000    0.001    0.000 inspect.py:2998(from_callable)
        7    0.000    0.000    0.001    0.000 inspect.py:3252(signature)
        7    0.000    0.000    0.001    0.000 functools.py:844(register)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 typing_extensions.py:2249(Unpack)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:2341(__init__)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:2355(__hash__)
        6    0.000    0.000    0.000    0.000 signal.py:49(decorator)
        6    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:502(_caller)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:1402(_set_default)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
        6    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
        6    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        6    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        6    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
        6    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
        6    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
        6    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
        6    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
        6    0.000    0.000    0.000    0.000 inspect.py:1959(_signature_bound_method)
        6    0.000    0.000    0.000    0.000 inspect.py:1985(_signature_is_builtin)
        6    0.000    0.000    0.000    0.000 inspect.py:1997(_signature_is_functionlike)
        6    0.000    0.000    0.000    0.000 inspect.py:3014(replace)
        6    0.000    0.000    0.000    0.000 inspect.py:3206(__str__)
        5    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
        5    0.000    0.000    0.000    0.000 typing.py:366(__init__)
        5    0.000    0.000    0.000    0.000 enum.py:260(<genexpr>)
        5    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
        5    0.000    0.000    0.000    0.000 inspect.py:2691(default)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:983(clear)
        5    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        4    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
        4    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
        4    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
        4    0.000    0.000    0.000    0.000 pathlib.py:569(_parse_args)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
        4    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
        4    0.000    0.000    0.000    0.000 typing.py:346(__init_subclass__)
        4    0.000    0.000    0.000    0.000 typing.py:407(__getitem__)
        4    0.000    0.000    0.000    0.000 typing.py:532(Literal)
        4    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
        4    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:2249(<dictcomp>)
        4    0.000    0.000    0.001    0.000 typing.py:2247(_make_nmtuple)
        4    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        4    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
        3    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        3    0.000    0.000    0.000    0.000 __init__.py:51(register)
        3    0.000    0.000    0.000    0.000 element.py:27(_alias)
        3    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:1950(__init__)
        3    0.000    0.000    0.000    0.000 pathlib.py:589(_from_parts)
        3    0.000    0.000    0.000    0.000 pathlib.py:957(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        3    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        3    0.000    0.000    0.000    0.000 typing.py:1250(__repr__)
        3    0.000    0.000    0.000    0.000 typing.py:1748(_get_defaults)
        3    0.000    0.000    0.000    0.000 typing.py:1875(<dictcomp>)
        3    0.000    0.000    0.001    0.000 typing.py:1773(get_type_hints)
        3    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
        3    0.000    0.000    0.001    0.000 typing.py:2267(__new__)
        3    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        3    0.000    0.000    0.000    0.000 re.py:202(sub)
        3    0.000    0.000    0.000    0.000 dataclasses.py:564(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.039    0.020 parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _lxml.py:39(<genexpr>)
        2    0.000    0.000    0.063    0.031 connection.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http11.py:43(HTTPConnectionState)
        2    0.000    0.000    0.000    0.000 http11.py:331(HTTP11ConnectionByteStream)
        2    0.000    0.000    0.019    0.009 http11.py:1(<module>)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:349(PoolByteStream)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        2    0.000    0.000    0.001    0.000 http_proxy.py:1(<module>)
        2    0.000    0.000    0.001    0.000 http2.py:1(<module>)
        2    0.000    0.000    0.002    0.001 socks_proxy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:594(register_treebuilders_from)
        2    0.000    0.000    0.000    0.000 formatter.py:158(__init__)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        2    0.000    0.000    0.010    0.005 _sockets.py:1(<module>)
        2    0.000    0.000    0.006    0.003 _streams.py:1(<module>)
        2    0.000    0.000    0.002    0.001 _subprocesses.py:1(<module>)
        2    0.000    0.000    0.005    0.003 _eventloop.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        2    0.000    0.000    0.044    0.022 _synchronization.py:1(<module>)
        2    0.000    0.000    0.005    0.003 core.py:1(<module>)
        2    0.000    0.000    0.001    0.000 base.py:1(<module>)
        2    0.000    0.000    0.280    0.140 _api.py:1(<module>)
        2    0.000    0.000    0.044    0.022 _models.py:1(<module>)
        2    0.000    0.000    0.009    0.004 _utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:823(inner)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:822(_ensure_subclassable)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:600(_from_parsed_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:608(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:621(__str__)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:1255(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1261(append)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.000    0.000 typing.py:302(decorator)
        2    0.000    0.000    0.000    0.000 typing.py:298(_tp_cache)
        2    0.000    0.000    0.000    0.000 profile.py:257(trace_dispatch_call)
        2    0.000    0.000    0.000    0.000 profile.py:350(__init__)
        2    0.000    0.000    0.000    0.000 profile.py:360(__init__)
        2    0.000    0.000    0.000    0.000 profile.py:364(simulate_call)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        2    0.000    0.000    0.000    0.000 os.py:1080(__subclasshook__)
        2    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        2    0.000    0.000    0.000    0.000 contextlib.py:285(asynccontextmanager)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        2    0.000    0.000    0.000    0.000 functools.py:853(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.setprofile}
        1    0.001    0.001    0.001    0.001 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method time.process_time}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f75a32e0040}
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:402(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        1    0.000    0.000    0.000    0.000 euctwprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:46(SBCSGroupProber)
        1    0.000    0.000    0.005    0.005 sbcsgroupprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:1(<module>)
        1    0.000    0.000    0.001    0.001 langbulgarianmodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:45(SingleByteCharSetProber)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 langrussianmodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:36(BeautifulSoupHTMLParser)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:285(HTMLParserTreeBuilder)
        1    0.000    0.000    0.005    0.005 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        1    0.000    0.000    0.009    0.009 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lxml.py:37(_invert)
        1    0.000    0.000    0.000    0.000 _lxml.py:41(LXMLTreeBuilderForXML)
        1    0.000    0.000    0.000    0.000 _lxml.py:364(LXMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 <string>:4(cy_wrap)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.000    0.000 gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        1    0.000    0.000    0.000    0.000 charsetprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 escprober.py:35(EscCharSetProber)
        1    0.000    0.000    0.000    0.000 escprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:33(CodingStateMachine)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 escsm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
        1    0.000    0.000    0.000    0.000 latin1prober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:41(MBCSGroupProber)
        1    0.000    0.000    0.005    0.005 mbcsgroupprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        1    0.000    0.000    0.000    0.000 utf8prober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mbcssm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.003    0.003 sjisprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:113(EUCTWDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:132(EUCKRDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:151(GB2312DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:170(Big5DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:192(SJISDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:217(EUCJPDistributionAnalysis)
        1    0.000    0.000    0.002    0.002 chardistribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 euctwfreq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 euckrfreq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 big5freq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 jisfreq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 jpcntx.py:116(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:183(SJISContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:212(EUCJPContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 euckrprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp949prober.py:34(CP949Prober)
        1    0.000    0.000    0.000    0.000 cp949prober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.000    0.000 connection.py:36(AsyncHTTPConnection)
        1    0.000    0.000    0.000    0.000 auto.py:8(AutoBackend)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:50(AsyncHTTP11Connection)
        1    0.000    0.000    0.000    0.000 http11.py:358(AsyncHTTP11UpgradeStream)
        1    0.000    0.000    0.000    0.000 interfaces.py:18(AsyncRequestInterface)
        1    0.000    0.000    0.000    0.000 interfaces.py:85(AsyncConnectionInterface)
        1    0.000    0.000    0.000    0.000 connection_pool.py:15(AsyncPoolRequest)
        1    0.000    0.000    0.000    0.000 connection_pool.py:43(AsyncConnectionPool)
        1    0.000    0.000    0.000    0.000 http_proxy.py:56(AsyncHTTPProxy)
        1    0.000    0.000    0.000    0.000 http_proxy.py:170(AsyncForwardHTTPConnection)
        1    0.000    0.000    0.000    0.000 http_proxy.py:234(AsyncTunnelHTTPConnection)
        1    0.000    0.000    0.000    0.000 mock.py:15(MockSSLObject)
        1    0.000    0.000    0.000    0.000 mock.py:23(MockStream)
        1    0.000    0.000    0.000    0.000 mock.py:57(MockBackend)
        1    0.000    0.000    0.000    0.000 mock.py:84(AsyncMockStream)
        1    0.000    0.000    0.000    0.000 mock.py:118(AsyncMockBackend)
        1    0.000    0.000    0.000    0.000 anyio.py:19(AnyIOStream)
        1    0.000    0.000    0.000    0.000 anyio.py:96(AnyIOBackend)
        1    0.000    0.000    0.000    0.000 anyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trio.py:1(<module>)
