('Total Revenue', '227,583,000', '211,915,000', '198,270,000', '168,088,000', '143,015,000')
         541098 function calls (522232 primitive calls) in 1.950 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
      185    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      465    0.000    0.000    0.000    0.000 css_types.py:69(__hash__)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1878(__init__)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        1    0.000    0.000    0.002    0.002 hmac.py:1(<module>)
       11    0.000    0.000    0.000    0.000 parse.py:444(urlsplit)
        2    0.000    0.000    0.003    0.002 cookies.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:993(__instancecheck__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
       73    0.000    0.000    0.000    0.000 element.py:387(_last_descendant)
        1    0.000    0.000    0.000    0.000 ssl.py:1360(_real_close)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    0.033    0.033 ssl_.py:1(<module>)
       32    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
       13    0.000    0.000    0.001    0.000 typing.py:1223(__getitem__)
      169    0.000    0.000    0.000    0.000 typing.py:1031(__eq__)
        1    0.000    0.000    0.014    0.014 cookiejar.py:1(<module>)
       45    0.000    0.000    0.003    0.000 css_parser.py:997(<listcomp>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       19    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
       54    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       99    0.000    0.000    0.001    0.000 typing.py:515(<genexpr>)
        6    0.000    0.000    0.002    0.000 typing.py:2267(__new__)
        1    0.000    0.000    0.003    0.003 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1465(__init__)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       35    0.000    0.000    0.000    0.000 element.py:2422(__init__)
       29    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
       19    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
      146    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
    85/83    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.003    0.003 ssl_.py:216(create_urllib3_context)
        2    0.000    0.000    0.012    0.006 api.py:1(<module>)
        2    0.000    0.000    0.013    0.007 core.py:1(<module>)
        1    0.000    0.000    0.003    0.003 shutil.py:1(<module>)
      185    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        9    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
      185    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       54    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.009    0.009 header.py:1(<module>)
      190    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
    75/54    0.000    0.000    0.000    0.000 typing.py:1037(__hash__)
        1    0.000    0.000    0.005    0.005 adapters.py:1(<module>)
      114    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
        1    0.000    0.000    0.005    0.005 sbcsgroupprober.py:1(<module>)
      184    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.005    0.005 cd.py:1(<module>)
      299    0.000    0.000    0.000    0.000 css_parser.py:300(get_name)
       54    0.000    0.000    0.000    0.000 re.py:269(escape)
        1    0.000    0.000    0.002    0.002 charset.py:1(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.006    0.006 sessions.py:1(<module>)
        1    0.000    0.000    0.823    0.823 connectionpool.py:595(urlopen)
        7    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
      189    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        7    0.000    0.000    0.001    0.000 typing.py:2249(<dictcomp>)
      128    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        6    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.042    0.042 ssl.py:1014(_create)
       19    0.000    0.000    0.000    0.000 enum.py:82(__init__)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:770(create_module)
        1    0.000    0.000    0.011    0.011 resources.py:1(<module>)
        1    0.000    0.000    0.034    0.034 compat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7f6037c18550}
        1    0.000    0.000    0.012    0.012 _request_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
    35/29    0.000    0.000    0.002    0.000 typing.py:401(__getitem__)
        7    0.000    0.000    0.002    0.000 typing.py:2247(_make_nmtuple)
        1    0.000    0.000    0.003    0.003 message.py:1(<module>)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mbcssm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
      125    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      185    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        1    0.000    0.000    0.003    0.003 abc.py:1(<module>)
        1    0.000    0.000    0.129    0.129 element.py:1(<module>)
        2    0.000    0.000    0.030    0.015 parser.py:1(<module>)
       12    0.000    0.000    0.000    0.000 queue.py:154(get)
        1    0.000    0.000    0.162    0.162 connection.py:609(connect)
        1    0.000    0.000    0.001    0.001 timeout.py:1(<module>)
        3    0.000    0.000    0.000    0.000 socket.py:220(__init__)
        1    0.000    0.000    0.098    0.098 __init__.py:122(__init__)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:471(_parse_headers)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
     11/9    0.000    0.000    0.005    0.001 <frozen importlib._bootstrap_external>:1174(create_module)
        1    0.000    0.000    0.001    0.001 status_codes.py:1(<module>)
       69    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
        3    0.000    0.000    0.000    0.000 url.py:369(parse_url)
        9    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ntpath.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.006    0.006 mbcsgroupprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
       10    0.000    0.000    0.000    0.000 parse.py:379(urlparse)
        3    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
       83    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.100    0.100 connection.py:708(_ssl_wrap_socket_and_match_hostname)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1586(_make_netmask)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:991(update)
        7    0.000    0.000    0.000    0.000 typing.py:801(__init__)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        1    0.000    0.000    0.002    0.002 chardistribution.py:1(<module>)
        1    0.000    0.000    0.024    0.024 feedparser.py:1(<module>)
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
        1    0.000    0.000    0.013    0.013 universaldetector.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.003    0.003 tempfile.py:1(<module>)
       38    0.000    0.000    0.000    0.000 element.py:292(<listcomp>)
        1    0.000    0.000    0.041    0.041 dammit.py:1(<module>)
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
      107    0.000    0.000    0.000    0.000 constant.py:397(<lambda>)
      128    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
        1    0.000    0.000    0.000    0.000 connection.py:319(request)
    82/39    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
    11/10    0.000    0.000    0.011    0.001 <frozen importlib._bootstrap_external>:1182(exec_module)
        1    0.000    0.000    0.000    0.000 {built-in method today}
       31    0.000    0.000    0.000    0.000 ipaddress.py:1710(_parse_hextet)
        1    0.000    0.000    0.002    0.002 filepost.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.003    0.003 css_match.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        2    0.000    0.000    0.000    0.000 feedparser.py:218(_parsegen)
       95    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       32    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.061    0.061 connection.py:27(create_connection)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
       25    0.000    0.000    0.000    0.000 parse.py:122(_coerce_args)
        1    0.000    0.000    0.000    0.000 __init__.py:1291(Manager)
      128    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.010    0.010 _lxml.py:1(<module>)
        2    0.000    0.000    0.000    0.000 request.py:2487(getproxies_environment)
       19    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
        1    0.000    0.000    1.431    1.431 sessions.py:673(send)
        6    0.000    0.000    0.001    0.000 typing.py:523(Optional)
        1    0.000    0.000    0.001    0.001 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      114    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      128    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        5    0.000    0.000    0.000    0.000 client.py:1239(putheader)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
      128    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
      181    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.003    0.003 string.py:1(<module>)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        1    0.000    0.000    0.001    0.001 errors.py:1(<module>)
       14    0.000    0.000    0.018    0.001 css_parser.py:1040(process_selectors)
      128    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       14    0.000    0.000    0.000    0.000 css_parser.py:442(__init__)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
        5    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
       11    0.000    0.000    0.001    0.000 enum.py:937(_missing_)
       12    0.000    0.000    0.000    0.000 os.py:675(__getitem__)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.001    0.001 _encoded_words.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 threading.py:236(__init__)
       40    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.050    0.050 css_parser.py:417(CSSParser)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f6037a8b640}
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
       28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.040    0.040 _base_connection.py:1(<module>)
        8    0.000    0.000    0.000    0.000 message.py:462(get)
        1    0.000    0.000    0.000    0.000 ssl.py:480(SSLContext)
       38    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
       42    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.061    0.061 connection.py:197(_new_conn)
        1    0.000    0.000    0.097    0.097 ssl_.py:397(ssl_wrap_socket)
       29    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
        6    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
      124    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       96    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.003    0.003 sjisprober.py:1(<module>)
       11    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
       60    0.000    0.000    0.000    0.000 os.py:698(__iter__)
        1    0.000    0.000    0.001    0.001 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
       50    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
        1    0.000    0.000    0.022    0.022 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
        3    0.000    0.000    0.000    0.000 __init__.py:51(register)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
        1    0.000    0.000    0.000    0.000 ssl.py:562(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 client.py:206(_read_headers)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.041    0.041 formatter.py:1(<module>)
        1    0.000    0.000    0.823    0.823 connectionpool.py:380(_make_request)
        4    0.000    0.000    0.000    0.000 message.py:497(get_all)
       35    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:178(__init__)
        1    0.000    0.000    0.002    0.002 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 escsm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:169(_TLSContentType)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:821(get)
        3    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
        1    0.000    0.000    0.824    0.824 adapters.py:434(send)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:76(_DocumentNav)
        1    0.000    0.000    0.660    0.660 client.py:278(_read_status)
        1    0.000    0.000    0.025    0.025 css_parser.py:314(__init__)
        3    0.000    0.000    0.000    0.000 retry.py:198(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.001    0.001 mimetypes.py:1(<module>)
        1    0.000    0.000    0.020    0.020 socket.py:938(getaddrinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:522(Formatter)
       62    0.000    0.000    0.000    0.000 os.py:759(decode)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _collections.py:302(add)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
       13    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 latin1prober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:1002(SSLSocket)
        5    0.000    0.000    0.000    0.000 url.py:303(_normalize_host)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
       20    0.000    0.000    0.000    0.000 _collections_abc.py:909(__iter__)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:10(CharsetMatch)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 readers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        3    0.000    0.000    0.000    0.000 poolmanager.py:200(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.005    0.005 _htmlparser.py:1(<module>)
        7    0.000    0.000    0.000    0.000 element.py:824(<genexpr>)
        1    0.000    0.000    0.002    0.002 string.py:69(__init_subclass__)
        2    0.000    0.000    0.000    0.000 typing.py:1323(__class_getitem__)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
       61    0.000    0.000    0.000    0.000 dammit.py:166(<listcomp>)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
       22    0.000    0.000    0.000    0.000 _collections.py:259(__getitem__)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        1    0.000    0.000    0.002    0.002 sessions.py:459(prepare_request)
        1    0.000    0.000    0.000    0.000 poolmanager.py:96(_default_key_normalizer)
        2    0.000    0.000    0.000    0.000 adapters.py:135(__init__)
       23    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:412(_close_conn)
        1    0.000    0.000    0.000    0.000 client.py:1083(putrequest)
        5    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 socket.py:302(makefile)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1843(_split_scope_id)
        3    0.000    0.000    0.000    0.000 posixpath.py:229(expanduser)
       78    0.000    0.000    0.000    0.000 element.py:1624(__eq__)
        1    0.000    0.000    0.001    0.001 utils.py:199(get_netrc_auth)
       24    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1266(__init__)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.001    0.001 _internal_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        1    0.000    0.000    0.001    0.001 connectionpool.py:1174(_close_pool_connections)
        1    0.000    0.000    0.000    0.000 response.py:539(__init__)
       28    0.000    0.000    0.000    0.000 abc.py:110(register)
        1    0.000    0.000    0.000    0.000 abc.py:354(Traversable)
        1    0.000    0.000    0.000    0.000 css_types.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1566(_BaseV6)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        4    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        1    0.000    0.000    0.000    0.000 client.py:790(HTTPConnection)
        7    0.000    0.000    0.000    0.000 utils.py:340(to_key_val_list)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2254(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.042    0.042 ssl.py:1364(do_handshake)
        2    0.000    0.000    0.000    0.000 client.py:417(close)
        6    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections.py:143(clear)
        1    0.000    0.000    1.433    1.433 sessions.py:502(request)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        1    0.000    0.000    0.000    0.000 sessions.py:391(__init__)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1251(CookieJar)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:1(<module>)
        1    0.000    0.000    0.001    0.001 escprober.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       60    0.000    0.000    0.000    0.000 _collections_abc.py:885(__iter__)
        1    0.000    0.000    0.000    0.000 big5prober.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
      126    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 idna.py:145(encode)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
       21    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
       24    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 parse.py:155(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    1.950    1.950 financial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.002    0.002 abc.py:312(ResourceReader)
        1    0.000    0.000    0.000    0.000 css_parser.py:645(parse_pseudo_nth)
       11    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:60(get_package)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.003    0.003 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1795(LoggerAdapter)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        8    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 parse.py:418(_splitnetloc)
        1    0.000    0.000    0.000    0.000 client.py:239(HTTPResponse)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
       56    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        3    0.000    0.000    0.000    0.000 _collections.py:84(__init__)
        4    0.000    0.000    0.001    0.000 ssl.py:457(__new__)
       14    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1420(Logger)
       24    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 client.py:224(parse_headers)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
       12    0.000    0.000    0.000    0.000 os.py:755(encode)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1047(_new_conn)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
       15    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        2    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
       28    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        8    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:254(Morsel)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        1    0.000    0.000    0.000    0.000 ssltransport.py:23(SSLTransport)
       49    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.001    0.001 charsetgroupprober.py:1(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        8    0.000    0.000    0.000    0.000 parse.py:167(hostname)
       37    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
       23    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 models.py:659(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
       17    0.000    0.000    0.000    0.000 util.py:19(to_str)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
       10    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
       23    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 ssl.py:600(minimum_version)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
        1    0.000    0.000    0.000    0.000 client.py:108(<dictcomp>)
        1    0.000    0.000    0.000    0.000 models.py:410(prepare_url)
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 ssl.py:1255(sendall)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 utf8prober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:841(SSLObject)
        2    0.000    0.000    0.000    0.000 __init__.py:426(validate)
       56    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        5    0.000    0.000    0.000    0.000 connection.py:305(putheader)
        1    0.000    0.000    0.000    0.000 uu.py:1(<module>)
        1    0.000    0.000    1.433    1.433 api.py:14(request)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1361(add_cookie_header)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1532(_IPv4Constants)
        1    0.000    0.000    0.004    0.004 __init__.py:445(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 connection.py:83(HTTPConnection)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    1.433    1.433 api.py:62(get)
